PMID,Title,Authors,Citation,First Author,Journal/Book,Publication Year,Create Date,PMCID,NIHMS ID,DOI
"32716687","Risk Stratification of Prostate Cancer According to PI-RADS® Version 2 Categories: Meta-Analysis for Prospective Studies","Park KJ, Choi SH, Lee JS, Kim JK, Kim MH, Jeong IG.","J Urol. 2020 Dec;204(6):1141-1149. doi: 10.1097/JU.0000000000001306. Epub 2020 Jul 27.","Park KJ","J Urol","2020","2020/07/28","","","10.1097/JU.0000000000001306"
"19268770","Prevalence, factors, and clinical impact of self-expanding stent fractures following iliac artery stenting","Higashiura W, Kubota Y, Sakaguchi S, Kurumatani N, Nakamae M, Nishimine K, Kichikawa K.","J Vasc Surg. 2009 Mar;49(3):645-52. doi: 10.1016/j.jvs.2008.10.019.","Higashiura W","J Vasc Surg","2009","2009/03/10","","","10.1016/j.jvs.2008.10.019"
"32977436","Resolving Position Ambiguity of IMU-Based Human Pose with a Single RGB Camera","Kaichi T, Maruyama T, Tada M, Saito H.","Sensors (Basel). 2020 Sep 23;20(19):5453. doi: 10.3390/s20195453.","Kaichi T","Sensors (Basel)","2020","2020/09/26","PMC7582626","","10.3390/s20195453"
"22715089","Altered global and regional brain mean diffusivity in patients with obstructive sleep apnea","Kumar R, Chavez AS, Macey PM, Woo MA, Yan-Go FL, Harper RM.","J Neurosci Res. 2012 Oct;90(10):2043-52. doi: 10.1002/jnr.23083. Epub 2012 Jun 20.","Kumar R","J Neurosci Res","2012","2012/06/21","PMC3418429","NIHMS387732","10.1002/jnr.23083"
"30102058","Binocular summation revisited: Beyond √2","Baker DH, Lygo FA, Meese TS, Georgeson MA.","Psychol Bull. 2018 Nov;144(11):1186-1199. doi: 10.1037/bul0000163. Epub 2018 Aug 13.","Baker DH","Psychol Bull","2018","2018/08/14","PMC6195301","","10.1037/bul0000163"
"32518970","Multiparametric flow analysis using four-dimensional flow magnetic resonance imaging can detect cerebral hemodynamic impairment in patients with internal carotid artery stenosis","Ando T, Sekine T, Murai Y, Orita E, Takagi R, Amano Y, Iwata K, Nakaza M, Ogawa M, Obara M, Kumita SI.","Neuroradiology. 2020 Nov;62(11):1421-1431. doi: 10.1007/s00234-020-02464-2. Epub 2020 Jun 9.","Ando T","Neuroradiology","2020","2020/06/11","","","10.1007/s00234-020-02464-2"
"19052211","Interhemispheric effect of parietal TMS on somatosensory response confirmed directly with concurrent TMS-fMRI","Blankenburg F, Ruff CC, Bestmann S, Bjoertomt O, Eshel N, Josephs O, Weiskopf N, Driver J.","J Neurosci. 2008 Dec 3;28(49):13202-8. doi: 10.1523/JNEUROSCI.3043-08.2008.","Blankenburg F","J Neurosci","2008","2008/12/05","PMC2600426","UKMS3200","10.1523/JNEUROSCI.3043-08.2008"
"23823048","Hemiarthroplasty for head-split fractures of the proximal humerus","Greiwe RM, Vargas-Ariza R, Bigliani LU, Levine WN, Ahmad CS.","Orthopedics. 2013 Jul;36(7):e905-11. doi: 10.3928/01477447-20130624-21.","Greiwe RM","Orthopedics","2013","2013/07/05","","","10.3928/01477447-20130624-21"
"29123013","(68)Ga-PSMA-11 PET/CT Mapping of Prostate Cancer Biochemical Recurrence After Radical Prostatectomy in 270 Patients with a PSA Level of Less Than 1.0 ng/mL: Impact on Salvage Radiotherapy Planning","Calais J, Czernin J, Cao M, Kishan AU, Hegde JV, Shaverdian N, Sandler K, Chu FI, King CR, Steinberg ML, Rauscher I, Schmidt-Hegemann NS, Poeppel T, Hetkamp P, Ceci F, Herrmann K, Fendler WP, Eiber M, Nickols NG.","J Nucl Med. 2018 Feb;59(2):230-237. doi: 10.2967/jnumed.117.201749. Epub 2017 Nov 9.","Calais J","J Nucl Med","2018","2017/11/11","PMC5807533","","10.2967/jnumed.117.201749"
"21075095","Proteomics of toxic oil syndrome in humans: Phenotype distribution in a population of patients","Quero C, Colomé N, Rodriguez C, Eichhorn P, Posada de la Paz M, Gelpi E, Abian J.","Chem Biol Interact. 2011 Jun 30;192(1-2):129-35. doi: 10.1016/j.cbi.2010.11.001. Epub 2010 Nov 12.","Quero C","Chem Biol Interact","2011","2010/11/16","","","10.1016/j.cbi.2010.11.001"
"31872401","Evaluation of left ventricular function by 2D Strain in acute coronary syndrome","Ben Slima H, Ben Gaied HH, Ben Khalfallah A.","Tunis Med. 2019 Jul;97(7):898-903.","Ben Slima H","Tunis Med","2019","2019/12/25","","",""
"18365916","Video capsule endoscopy in small-bowel tumours: a single centre experience","Spada C, Riccioni ME, Familiari P, Marchese M, Bizzotto A, Costamagna G.","Scand J Gastroenterol. 2008;43(4):497-505. doi: 10.1080/00365520701797256.","Spada C","Scand J Gastroenterol","2008","2008/03/28","","","10.1080/00365520701797256"
"16690109","Superovulatory response of Sistani cattle to three different doses of FSH during winter and summer","Barati F, Niasari-Naslaji A, Bolourchi M, Sarhaddi F, Razavi K, Naghzali E, Thatcher WW.","Theriogenology. 2006 Sep 15;66(5):1149-55. doi: 10.1016/j.theriogenology.2006.03.026. Epub 2006 May 9.","Barati F","Theriogenology","2006","2006/05/13","","","10.1016/j.theriogenology.2006.03.026"
"21988828","White matter damage in frontotemporal lobar degeneration spectrum","Agosta F, Scola E, Canu E, Marcone A, Magnani G, Sarro L, Copetti M, Caso F, Cerami C, Comi G, Cappa SF, Falini A, Filippi M.","Cereb Cortex. 2012 Dec;22(12):2705-14. doi: 10.1093/cercor/bhr288. Epub 2011 Oct 10.","Agosta F","Cereb Cortex","2012","2011/10/13","","","10.1093/cercor/bhr288"
"31872172","Depression Screening from Voice Samples of Patients Affected by Parkinson's Disease","Ozkanca Y, Öztürk MG, Ekmekci MN, Atkins DC, Demiroglu C, Ghomi RH.","Digit Biomark. 2019 May-Aug;3(2):72-82. doi: 10.1159/000500354. Epub 2019 Jun 12.","Ozkanca Y","Digit Biomark","2019","2019/12/25","PMC6927667","NIHMS1027415","10.1159/000500354"
"28673366","Significance of lung anomalies in fetuses affected by tetralogy of Fallot with absent pulmonary valve syndrome","Tenisch E, Raboisson MJ, Rypens F, Déry J, Grignon A, Lapierre C.","Cardiol Young. 2017 Nov;27(9):1740-1747. doi: 10.1017/S1047951117001147. Epub 2017 Jul 4.","Tenisch E","Cardiol Young","2017","2017/07/05","","","10.1017/S1047951117001147"
"15545745","Radiological features in 82 patients with nevoid basal cell carcinoma (NBCC or Gorlin) syndrome","Kimonis VE, Mehta SG, Digiovanna JJ, Bale SJ, Pastakia B.","Genet Med. 2004 Nov-Dec;6(6):495-502. doi: 10.1097/01.gim.0000145045.17711.1c.","Kimonis VE","Genet Med","2004","2004/11/17","","","10.1097/01.gim.0000145045.17711.1c"
"31810201","High Precision Dimensional Measurement with Convolutional Neural Network and Bi-Directional Long Short-Term Memory (LSTM)","Wang Y, Chen Q, Ding M, Li J.","Sensors (Basel). 2019 Dec 2;19(23):5302. doi: 10.3390/s19235302.","Wang Y","Sensors (Basel)","2019","2019/12/08","PMC6928596","","10.3390/s19235302"
"25071427","Data-driven analysis of simultaneous EEG/fMRI using an ICA approach","Schmüser L, Sebastian A, Mobascher A, Lieb K, Tüscher O, Feige B.","Front Neurosci. 2014 Jul 1;8:175. doi: 10.3389/fnins.2014.00175. eCollection 2014.","Schmüser L","Front Neurosci","2014","2014/07/30","PMC4077017","","10.3389/fnins.2014.00175"
"26905805","Abnormal Injury Response in Spontaneous Mild Ventriculomegaly Wistar Rat Brains: A Pathological Correlation Study of Diffusion Tensor and Magnetization Transfer Imaging in Mild Traumatic Brain Injury","Tu TW, Lescher JD, Williams RA, Jikaria N, Turtzo LC, Frank JA.","J Neurotrauma. 2017 Jan 1;34(1):248-256. doi: 10.1089/neu.2015.4355. Epub 2016 Apr 11.","Tu TW","J Neurotrauma","2017","2016/02/25","PMC5198143","","10.1089/neu.2015.4355"
"34156300","Radiologist Characteristics Associated with Interpretive Performance of Screening Mammography: A National Mammography Database (NMD) Study","Lee CS, Moy L, Hughes D, Golden D, Bhargavan-Chatfield M, Hemingway J, Geras A, Duszak R, Rosenkrantz AB.","Radiology. 2021 Jun 22:204379. doi: 10.1148/radiol.2021204379. Online ahead of print.","Lee CS","Radiology","2021","2021/06/22","","","10.1148/radiol.2021204379"
"27225550","Classification of knee arthropathy with accelerometer-based vibroarthrography","Moreira D, Silva J, Correia MV, Massada M.","Stud Health Technol Inform. 2016;224:33-9.","Moreira D","Stud Health Technol Inform","2016","2016/05/27","","",""
"2494850","Abnormalities of the brain in nonketotic hyperglycinemia: MR manifestations","Press GA, Barshop BA, Haas RH, Nyhan WL, Glass RF, Hesselink JR.","AJNR Am J Neuroradiol. 1989 Mar-Apr;10(2):315-21.","Press GA","AJNR Am J Neuroradiol","1989","1989/03/01","PMC8331367","",""
"27905264","Biotin-thiamine-responsive basal ganglia disease: catastrophic consequences of delay in diagnosis and treatment","Algahtani H, Ghamdi S, Shirah B, Alharbi B, Algahtani R, Bazaid A.","Neurol Res. 2017 Feb;39(2):117-125. doi: 10.1080/01616412.2016.1263176. Epub 2016 Dec 1.","Algahtani H","Neurol Res","2017","2016/12/02","","","10.1080/01616412.2016.1263176"
"22901947","Autosomal-recessive congenital cerebellar ataxia is caused by mutations in metabotropic glutamate receptor 1","Guergueltcheva V, Azmanov DN, Angelicheva D, Smith KR, Chamova T, Florez L, Bynevelt M, Nguyen T, Cherninkova S, Bojinova V, Kaprelyan A, Angelova L, Morar B, Chandler D, Kaneva R, Bahlo M, Tournev I, Kalaydjieva L.","Am J Hum Genet. 2012 Sep 7;91(3):553-64. doi: 10.1016/j.ajhg.2012.07.019. Epub 2012 Aug 16.","Guergueltcheva V","Am J Hum Genet","2012","2012/08/21","PMC3511982","","10.1016/j.ajhg.2012.07.019"
"11792949","A family study and the natural history of prenatally detected unilateral multicystic dysplastic kidney","Belk RA, Thomas DF, Mueller RF, Godbole P, Markham AF, Weston MJ.","J Urol. 2002 Feb;167(2 Pt 1):666-9. doi: 10.1097/00005392-200202000-00059.","Belk RA","J Urol","2002","2002/01/17","","","10.1097/00005392-200202000-00059"
"10587040","Brain perfusion SPECT and MRI in foetal alcohol syndrome","Riikonen R, Salonen I, Partanen K, Verho S.","Dev Med Child Neurol. 1999 Oct;41(10):652-9. doi: 10.1017/s0012162299001358.","Riikonen R","Dev Med Child Neurol","1999","1999/12/10","","","10.1017/s0012162299001358"
"31258082","Constipation Increases Disability and Decreases Dopamine Levels in the Nigrostriatal System through Gastric Inflammatory Factors in Parkinson's Disease","Zhou Y, Su Y, Xu W, Wang W, Yao S.","Curr Neurovasc Res. 2019;16(3):241-249. doi: 10.2174/1567202616666190618170103.","Zhou Y","Curr Neurovasc Res","2019","2019/07/02","","","10.2174/1567202616666190618170103"
"21971123","Surgery for lumbar degenerative spondylolisthesis in Spine Patient Outcomes Research Trial: does incidental durotomy affect outcome?","Desai A, Ball PA, Bekelis K, Lurie J, Mirza SK, Tosteson TD, Zhao W, Weinstein JN.","Spine (Phila Pa 1976). 2012 Mar 1;37(5):406-13. doi: 10.1097/BRS.0b013e3182349bc5.","Desai A","Spine (Phila Pa 1976)","2012","2011/10/06","PMC3279597","NIHMS328369","10.1097/BRS.0b013e3182349bc5"
"33321783","New 3D Cone Beam CT Imaging Parameters to Assist the Dentist in Treating Patients with Osteogenesis Imperfecta","Messineo D, Luzzi V, Pepe F, Celli L, Turchetti A, Zambrano A, Celli M, Polimeni A, Ierardo G.","Healthcare (Basel). 2020 Dec 10;8(4):546. doi: 10.3390/healthcare8040546.","Messineo D","Healthcare (Basel)","2020","2020/12/16","PMC7764058","","10.3390/healthcare8040546"
"30245540","Tumor Margin Classification of Head and Neck Cancer Using Hyperspectral Imaging and Convolutional Neural Networks","Halicek M, Little JV, Wang X, Patel M, Griffith CC, Chen AY, Fei B.","Proc SPIE Int Soc Opt Eng. 2018 Feb;10576:1057605. doi: 10.1117/12.2293167. Epub 2018 Mar 12.","Halicek M","Proc SPIE Int Soc Opt Eng","2018","2018/09/25","PMC6149520","NIHMS986998","10.1117/12.2293167"
"14645501","Proteomic analysis of the systemic immune response of Drosophila","Levy F, Bulet P, Ehret-Sabatier L.","Mol Cell Proteomics. 2004 Feb;3(2):156-66. doi: 10.1074/mcp.M300114-MCP200. Epub 2003 Nov 28.","Levy F","Mol Cell Proteomics","2004","2003/12/03","","","10.1074/mcp.M300114-MCP200"
"26654877","Novel grading system for quantification of cystic macular lesions in Usher syndrome","Sliesoraityte I, Peto T, Mohand-Said S, Sahel JA.","Orphanet J Rare Dis. 2015 Dec 10;10:157. doi: 10.1186/s13023-015-0372-0.","Sliesoraityte I","Orphanet J Rare Dis","2015","2015/12/15","PMC4676164","","10.1186/s13023-015-0372-0"
"20565231","Narrative comprehension in 4-7-year-old children with autism: testing the Weak Central Coherence account","Nuske HJ, Bavin EL.","Int J Lang Commun Disord. 2011 Jan-Feb;46(1):108-19. doi: 10.3109/13682822.2010.484847. Epub 2010 Jun 21.","Nuske HJ","Int J Lang Commun Disord","2011","2010/06/23","","","10.3109/13682822.2010.484847"
"9807581","Effects of age, breast density, ethnicity, and estrogen replacement therapy on screening mammographic sensitivity and cancer stage at diagnosis: review of 183,134 screening mammograms in Albuquerque, New Mexico","Rosenberg RD, Hunt WC, Williamson MR, Gilliland FD, Wiest PW, Kelsey CA, Key CR, Linver MN.","Radiology. 1998 Nov;209(2):511-8. doi: 10.1148/radiology.209.2.9807581.","Rosenberg RD","Radiology","1998","1998/11/10","","","10.1148/radiology.209.2.9807581"
"32479187","Prior Treatment Time Affects Survival Outcomes in Metastatic Breast Cancer","Rocque GB, Gilbert A, Williams CP, Kenzik KM, Nakhmani A, Kandhare PG, Bhatia S, Burkard ME, Azuero A.","JCO Clin Cancer Inform. 2020 Jun;4:500-513. doi: 10.1200/CCI.20.00008.","Rocque GB","JCO Clin Cancer Inform","2020","2020/06/02","PMC7444642","","10.1200/CCI.20.00008"
"33198560","Imaging Markers for the Characterization of Gray and White Matter Changes from Acute to Chronic Stages after Experimental Traumatic Brain Injury","Sinke MRT, Otte WM, Meerwaldt AE, Franx BAA, Ali MHM, Rakib F, van der Toorn A, van Heijningen CL, Smeele C, Ahmed T, Blezer ELA, Dijkhuizen RM.","J Neurotrauma. 2021 Jun 15;38(12):1642-1653. doi: 10.1089/neu.2020.7151. Epub 2021 Jan 11.","Sinke MRT","J Neurotrauma","2021","2020/11/17","","","10.1089/neu.2020.7151"
"34230817","Multi-angle head pose classification with masks based on color texture analysis and stack generalization","Li S, Dong X, Shi Y, Lu B, Sun L, Li W.","Concurr Comput. 2021 Apr 22:e6331. doi: 10.1002/cpe.6331. Online ahead of print.","Li S","Concurr Comput","2021","2021/07/07","PMC8250277","","10.1002/cpe.6331"
"22401279","Effects of human chorionic gonadotrophin administration on day 5 after oestrus on corpus luteum characteristics, circulating progesterone and conceptus elongation in cattle","Rizos D, Scully S, Kelly AK, Ealy AD, Moros R, Duffy P, Al Naib A, Forde N, Lonergan P.","Reprod Fertil Dev. 2012;24(3):472-81. doi: 10.1071/RD11139.","Rizos D","Reprod Fertil Dev","2012","2012/03/10","","","10.1071/RD11139"
"10795543","Age-related changes assessed by peripheral QCT in healthy Italian women","Guglielmi G, De Serio A, Fusilli S, Scillitani A, Chiodini I, Torlontano M, Cammisa M.","Eur Radiol. 2000;10(4):609-14. doi: 10.1007/s003300050972.","Guglielmi G","Eur Radiol","2000","2000/05/05","","","10.1007/s003300050972"
"31158694","Differential medial temporal lobe and default-mode network functional connectivity and morphometric changes in Alzheimer's disease","Grajski KA, Bressler SL; Alzheimer's Disease Neuroimaging Initiative.","Neuroimage Clin. 2019;23:101860. doi: 10.1016/j.nicl.2019.101860. Epub 2019 May 18.","Grajski KA","Neuroimage Clin","2019","2019/06/04","PMC6545401","","10.1016/j.nicl.2019.101860"
"23074411","Single photon emission computed tomography for the diagnosis of coronary artery disease: an evidence-based analysis","Medical Advisory Secretariat.","Ont Health Technol Assess Ser. 2010;10(8):1-64. Epub 2010 Jun 1.","Medical Advisory Secretariat","Ont Health Technol Assess Ser","2010","2012/10/18","PMC3377554","",""
"29550717","Lesion accumulation is predictive of long-term cognitive decline in multiple sclerosis","Ouellette R, Bergendal Å, Shams S, Martola J, Mainero C, Kristoffersen Wiberg M, Fredrikson S, Granberg T.","Mult Scler Relat Disord. 2018 Apr;21:110-116. doi: 10.1016/j.msard.2018.03.002. Epub 2018 Mar 6.","Ouellette R","Mult Scler Relat Disord","2018","2018/03/19","","","10.1016/j.msard.2018.03.002"
"8591191","IMASIS computer-based medical record project: dealing with the human factor","Martín-Baranera M, Planas I, Palau J, Sanz F.","Medinfo. 1995;8 Pt 1:333.","Martín-Baranera M","Medinfo","1995","1995/01/01","","",""
"33425044","Pneumonia Classification Using Deep Learning from Chest X-ray Images During COVID-19","Ibrahim AU, Ozsoz M, Serte S, Al-Turjman F, Yakoi PS.","Cognit Comput. 2021 Jan 4:1-13. doi: 10.1007/s12559-020-09787-5. Online ahead of print.","Ibrahim AU","Cognit Comput","2021","2021/01/11","PMC7781428","","10.1007/s12559-020-09787-5"
"21798965","White matter alterations differ in primary lateral sclerosis and amyotrophic lateral sclerosis","Iwata NK, Kwan JY, Danielian LE, Butman JA, Tovar-Moll F, Bayat E, Floeter MK.","Brain. 2011 Sep;134(Pt 9):2642-55. doi: 10.1093/brain/awr178. Epub 2011 Jul 28.","Iwata NK","Brain","2011","2011/07/30","PMC3170531","","10.1093/brain/awr178"
"31917109","Pathogenic variants in NUBPL result in failure to assemble the matrix arm of complex I and cause a complex leukoencephalopathy with thalamic involvement","Friederich MW, Perez FA, Knight KM, Van Hove RA, Yang SP, Saneto RP, Van Hove JLK.","Mol Genet Metab. 2020 Mar;129(3):236-242. doi: 10.1016/j.ymgme.2019.12.013. Epub 2019 Dec 30.","Friederich MW","Mol Genet Metab","2020","2020/01/10","PMC8096346","NIHMS1688366","10.1016/j.ymgme.2019.12.013"
"29508394","Loss of GABA(B) -mediated interhemispheric synaptic inhibition in stroke periphery","Kokinovic B, Medini P.","J Physiol. 2018 May 15;596(10):1949-1964. doi: 10.1113/JP275690. Epub 2018 Apr 17.","Kokinovic B","J Physiol","2018","2018/03/07","PMC5978350","","10.1113/JP275690"
"32055602","Clinical features and genetic characteristics of hereditary diffuse leukoencephalopathy with spheroids due to CSF1R mutation: a case report and literature review","Zhuang LP, Liu CY, Li YX, Huang HP, Zou ZY.","Ann Transl Med. 2020 Jan;8(1):11. doi: 10.21037/atm.2019.12.17.","Zhuang LP","Ann Transl Med","2020","2020/02/15","PMC6995741","","10.21037/atm.2019.12.17"
"24818570","Persistent periventricular echogenicities in preterms are not related to smaller brains at term-equivalent age","Graça AM, Cardoso K, Costa J, Cowan F.","Neonatology. 2014;106(1):42-8. doi: 10.1159/000357937. Epub 2014 May 7.","Graça AM","Neonatology","2014","2014/05/14","","","10.1159/000357937"
"11535717","Evaluation of early-stage Parkinson's disease with 99mTc-TRODAT-1 imaging","Huang WS, Lin SZ, Lin JC, Wey SP, Ting G, Liu RS.","J Nucl Med. 2001 Sep;42(9):1303-8.","Huang WS","J Nucl Med","2001","2001/09/06","","",""
"22739331","Reaction time aspects of elite sprinters in athletic world championships","Tønnessen E, Haugen T, Shalfawi SA.","J Strength Cond Res. 2013 Apr;27(4):885-92. doi: 10.1519/JSC.0b013e31826520c3.","Tønnessen E","J Strength Cond Res","2013","2012/06/29","","","10.1519/JSC.0b013e31826520c3"
"34326868","Automatic Breast Tumor Diagnosis in MRI Based on a Hybrid CNN and Feature-Based Method Using Improved Deer Hunting Optimization Algorithm","Ha W, Vahedi Z.","Comput Intell Neurosci. 2021 Jul 16;2021:5396327. doi: 10.1155/2021/5396327. eCollection 2021.","Ha W","Comput Intell Neurosci","2021","2021/07/30","PMC8302380","","10.1155/2021/5396327"
"29131445","Airyscan super-resolution microscopy of mitochondrial morphology and dynamics in living tumor cells","Kolossov VL, Sivaguru M, Huff J, Luby K, Kanakaraju K, Gaskins HR.","Microsc Res Tech. 2018 Feb;81(2):115-128. doi: 10.1002/jemt.22968. Epub 2017 Nov 13.","Kolossov VL","Microsc Res Tech","2018","2017/11/14","","","10.1002/jemt.22968"
"22510721","Predicting white matter integrity from multiple common genetic variants","Kohannim O, Jahanshad N, Braskie MN, Stein JL, Chiang MC, Reese AH, Hibar DP, Toga AW, McMahon KL, de Zubicaray GI, Medland SE, Montgomery GW, Martin NG, Wright MJ, Thompson PM.","Neuropsychopharmacology. 2012 Aug;37(9):2012-9. doi: 10.1038/npp.2012.49. Epub 2012 Apr 18.","Kohannim O","Neuropsychopharmacology","2012","2012/04/19","PMC3398730","","10.1038/npp.2012.49"
"18563861","HPTLC/DESI-MS imaging of tryptic protein digests separated in two dimensions","Pasilis SP, Kertesz V, Van Berkel GJ, Schulz M, Schorcht S.","J Mass Spectrom. 2008 Dec;43(12):1627-35. doi: 10.1002/jms.1431.","Pasilis SP","J Mass Spectrom","2008","2008/06/20","","","10.1002/jms.1431"
"7799874","Automated segmentation of regions of interest on hand radiographs","Cheng SN, Chan HP, Niklason LT, Adler RS.","Med Phys. 1994 Aug;21(8):1293-300. doi: 10.1118/1.597402.","Cheng SN","Med Phys","1994","1994/08/01","","","10.1118/1.597402"
"31933676","Gait Biomarkers Classification by Combining Assembled Algorithms and Deep Learning: Results of a Local Study","Sánchez-DelaCruz E, Weber R, Biswal RR, Mejía J, Hernández-Chan G, Gómez-Pozos H.","Comput Math Methods Med. 2019 Dec 19;2019:3515268. doi: 10.1155/2019/3515268. eCollection 2019.","Sánchez-DelaCruz E","Comput Math Methods Med","2019","2020/01/15","PMC6942791","","10.1155/2019/3515268"
"31568871","Individualized psychiatric imaging based on inter-subject neural synchronization in movie watching","Yang Z, Wu J, Xu L, Deng Z, Tang Y, Gao J, Hu Y, Zhang Y, Qin S, Li C, Wang J.","Neuroimage. 2020 Aug 1;216:116227. doi: 10.1016/j.neuroimage.2019.116227. Epub 2019 Sep 27.","Yang Z","Neuroimage","2020","2019/10/01","","","10.1016/j.neuroimage.2019.116227"
"22876937","Implantation of undifferentiated and pre-differentiated human neural stem cells in the R6/2 transgenic mouse model of Huntington's disease","El-Akabawy G, Rattray I, Johansson SM, Gale R, Bates G, Modo M.","BMC Neurosci. 2012 Aug 9;13:97. doi: 10.1186/1471-2202-13-97.","El-Akabawy G","BMC Neurosci","2012","2012/08/11","PMC3502570","","10.1186/1471-2202-13-97"
"25923113","Therapeutic hypothermia modifies perinatal asphyxia-induced changes of the corpus callosum and outcome in neonates","Alderliesten T, de Vries LS, Khalil Y, van Haastert IC, Benders MJ, Koopman-Esseboom C, Groenendaal F.","PLoS One. 2015 Apr 29;10(4):e0123230. doi: 10.1371/journal.pone.0123230. eCollection 2015.","Alderliesten T","PLoS One","2015","2015/04/30","PMC4414268","","10.1371/journal.pone.0123230"
"29673947","Handwritten dynamics assessment through convolutional neural networks: An application to Parkinson's disease identification","Pereira CR, Pereira DR, Rosa GH, Albuquerque VHC, Weber SAT, Hook C, Papa JP.","Artif Intell Med. 2018 May;87:67-77. doi: 10.1016/j.artmed.2018.04.001. Epub 2018 Apr 16.","Pereira CR","Artif Intell Med","2018","2018/04/21","","","10.1016/j.artmed.2018.04.001"
"15865414","Proteomic detection of changes in protein synthesis induced by lanthanum in BGC-823 human gastric cancer cells","Shi P, Huang Z.","Biometals. 2005 Feb;18(1):89-95. doi: 10.1007/s10534-004-1812-9.","Shi P","Biometals","2005","2005/05/04","","","10.1007/s10534-004-1812-9"
"25843073","Regulation of gastric electrical and mechanical activity by cholinesterases in mice","Worth AA, Forrest AS, Peri LE, Ward SM, Hennig GW, Sanders KM.","J Neurogastroenterol Motil. 2015 Mar 30;21(2):200-16. doi: 10.5056/jnm14120.","Worth AA","J Neurogastroenterol Motil","2015","2015/04/07","PMC4398240","","10.5056/jnm14120"
"28975662","Two-domain analysis of JmjN-JmjC and PHD-JmjC lysine demethylases: Detecting an inter-domain evolutionary stress","Slama P.","Proteins. 2018 Jan;86(1):3-12. doi: 10.1002/prot.25394. Epub 2017 Nov 8.","Slama P","Proteins","2018","2017/10/05","","","10.1002/prot.25394"
"31561655","Variations of Technique in Transforaminal Epidural Steroid Injections and Periprocedural Practices by Interventional Pain Medicine Physicians in the United States","Doan LV, Narvaez F, Fakhry M, Padjen K, Gharibo CG.","Pain Physician. 2019 Sep;22(5):E435-E440.","Doan LV","Pain Physician","2019","2019/09/29","","",""
"19233293","MRI-derived measurements of human subcortical, ventricular and intracranial brain volumes: Reliability effects of scan sessions, acquisition sequences, data analyses, scanner upgrade, scanner vendors and field strengths","Jovicich J, Czanner S, Han X, Salat D, van der Kouwe A, Quinn B, Pacheco J, Albert M, Killiany R, Blacker D, Maguire P, Rosas D, Makris N, Gollub R, Dale A, Dickerson BC, Fischl B.","Neuroimage. 2009 May 15;46(1):177-92. doi: 10.1016/j.neuroimage.2009.02.010. Epub 2009 Feb 20.","Jovicich J","Neuroimage","2009","2009/02/24","PMC2866077","NIHMS195969","10.1016/j.neuroimage.2009.02.010"
"28407366","Screening children for pulmonary arteriovenous malformations: Evaluation of 18 years of experience","Hosman AE, de Gussem EM, Balemans WAF, Gauthier A, Westermann CJJ, Snijder RJ, Post MC, Mager JJ.","Pediatr Pulmonol. 2017 Sep;52(9):1206-1211. doi: 10.1002/ppul.23704. Epub 2017 Apr 13.","Hosman AE","Pediatr Pulmonol","2017","2017/04/14","","","10.1002/ppul.23704"
"16600052","Mining gene expression data by interpreting principal components","Roden JC, King BW, Trout D, Mortazavi A, Wold BJ, Hart CE.","BMC Bioinformatics. 2006 Apr 7;7:194. doi: 10.1186/1471-2105-7-194.","Roden JC","BMC Bioinformatics","2006","2006/04/08","PMC1501050","","10.1186/1471-2105-7-194"
"25619660","Striatal long noncoding RNA Abhd11os is neuroprotective against an N-terminal fragment of mutant huntingtin in vivo","Francelle L, Galvan L, Gaillard MC, Petit F, Bernay B, Guillermier M, Bonvento G, Dufour N, Elalouf JM, Hantraye P, Déglon N, de Chaldée M, Brouillet E.","Neurobiol Aging. 2015 Mar;36(3):1601.e7-16. doi: 10.1016/j.neurobiolaging.2014.11.014. Epub 2014 Dec 18.","Francelle L","Neurobiol Aging","2015","2015/01/27","","","10.1016/j.neurobiolaging.2014.11.014"
"31569694","Label Self-Advised Support Vector Machine (LSA-SVM)-Automated Classification of Foot Drop Rehabilitation Case Study","Adil Abboud S, Al-Wais S, Abdullah SH, Alnajjar F, Al-Jumaily A.","Biosensors (Basel). 2019 Sep 27;9(4):114. doi: 10.3390/bios9040114.","Adil Abboud S","Biosensors (Basel)","2019","2019/10/02","PMC6956170","","10.3390/bios9040114"
"32954425","Single Cortical Microinfarcts Lead to Widespread Microglia/Macrophage Migration Along the White Matter","Lubart A, Benbenishty A, Har-Gil H, Laufer H, Gdalyahu A, Assaf Y, Blinder P.","Cereb Cortex. 2021 Jan 1;31(1):248-266. doi: 10.1093/cercor/bhaa223.","Lubart A","Cereb Cortex","2021","2020/09/21","","","10.1093/cercor/bhaa223"
"33172381","Detection, Treatment Planning, and Genetic Predisposition of Bruxism: A Systematic Mapping Process and Network Visualization Technique","Belal Bin Heyat M, Akhtar F, Khan MH, Ullah N, Gul I, Khan H, Lai D.","CNS Neurol Disord Drug Targets. 2020 Nov 10. doi: 10.2174/1871527319666201110124954. Online ahead of print.","Belal Bin Heyat M","CNS Neurol Disord Drug Targets","2020","2020/11/11","","","10.2174/1871527319666201110124954"
"19367583","Hypoplastic left heart syndrome diagnosed in fetal life: associated findings, pregnancy outcome and results of palliative surgery","Galindo A, Nieto O, Villagrá S, Grañeras A, Herraiz I, Mendoza A.","Ultrasound Obstet Gynecol. 2009 May;33(5):560-6. doi: 10.1002/uog.6355.","Galindo A","Ultrasound Obstet Gynecol","2009","2009/04/16","","","10.1002/uog.6355"
